Ref_Date,GEO,COMMODITY,Vector,Coordinate,Value
2006,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,88.0
2000,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,90.0
2001,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,91.0
2002,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,89.0
2003,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,93.0
2004,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,86.0
2005,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,85.0
2006,"St. John's, Newfoundland and Labrador",Personal care services,v15939864,2.24,90.0
2000,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,103.0
2001,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,103.0
2002,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,98.0
2003,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,96.0
2004,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,96.0
2005,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,94.0
2006,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,93.0
2007,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,94.0
2008,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,93.0
2009,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,93.0
2010,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,90.0
2011,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,90.0
2012,"St. John's, Newfoundland and Labrador","Recreation, education and reading",v15939865,2.25,88.0
2007,"St. John's, Newfoundland and Labrador",Recreation,v43975172,2.33,101.0
2008,"St. John's, Newfoundland and Labrador",Recreation,v43975172,2.33,103.0
2009,"St. John's, Newfoundland and Labrador",Recreation,v43975172,2.33,103.0
2010,"St. John's, Newfoundland and Labrador",Recreation,v43975172,2.33,100.0
2011,"St. John's, Newfoundland and Labrador",Recreation,v43975172,2.33,102.0
2012,"St. John's, Newfoundland and Labrador",Recreation,v43975172,2.33,103.0
2007,"St. John's, Newfoundland and Labrador",Education and reading,v43975183,2.34,80.0
2008,"St. John's, Newfoundland and Labrador",Education and reading,v43975183,2.34,76.0
2009,"St. John's, Newfoundland and Labrador",Education and reading,v43975183,2.34,75.0
2010,"St. John's, Newfoundland and Labrador",Education and reading,v43975183,2.34,71.0
2011,"St. John's, Newfoundland and Labrador",Education and reading,v43975183,2.34,67.0
2012,"St. John's, Newfoundland and Labrador",Education and reading,v43975183,2.34,64.0
2000,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,123.0
2001,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,118.0
2002,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,112.0
2003,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,113.0
2004,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,114.0
2005,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,115.0
2006,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,116.0
2007,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,111.0
2008,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,112.0
2009,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,111.0
2010,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,109.0
2011,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,110.0
2012,"St. John's, Newfoundland and Labrador",Alcoholic beverages and tobacco products,v15939866,2.26,111.0
2000,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,103.0
2001,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,103.0
2002,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,105.0
2003,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,103.0
2004,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,108.0
2005,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,111.0
2006,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,107.0
2007,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,105.0
2008,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,104.0
2009,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,104.0
2010,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,107.0
2011,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,109.0
2012,"St. John's, Newfoundland and Labrador",Alcoholic beverages,v15939867,2.27,107.0
2000,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,147.0
2001,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,134.0
2002,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,117.0
2003,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,122.0
2004,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,119.0
2005,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,118.0
2006,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,123.0
2007,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,122.0
2008,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,125.0
2009,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,122.0
2010,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,113.0
2011,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,113.0
2012,"St. John's, Newfoundland and Labrador",Tobacco products and smokers' supplies,v15939868,2.28,119.0
2000,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,95.0
2001,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,95.0
2002,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,94.0
2003,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,93.0
2004,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,93.0
2005,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,94.0
2006,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,94.0
2007,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,94.0
2008,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,95.0
2009,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,97.0
2010,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,93.0
2011,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,93.0
2012,"Charlottetown and Summerside, Prince Edward Island",All-items,v15939869,3.1,94.0
2000,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,105.0
2001,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,104.0
2002,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,102.0
2003,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,101.0
2004,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,101.0
2005,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,100.0
2006,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,98.0
2007,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,101.0
2008,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,102.0
2009,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,103.0
2010,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,102.0
2011,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,102.0
2012,"Charlottetown and Summerside, Prince Edward Island",Food,v15939870,3.2,102.0
2000,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,107.0
2001,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,105.0
2002,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,104.0
2003,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,102.0
2004,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,103.0
2005,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,103.0
2006,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,101.0
2007,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,101.0
2008,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,103.0
2009,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,103.0
2010,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,102.0
2011,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,104.0
2012,"Charlottetown and Summerside, Prince Edward Island",Food purchased from stores,v15939871,3.3,106.0
2000,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,105.0
2001,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,100.0
2002,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,102.0
2003,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,102.0
2004,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,109.0
2005,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,108.0
2006,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,99.0
2007,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,100.0
2008,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,103.0
2009,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,102.0
2010,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,97.0
2011,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,101.0
2012,"Charlottetown and Summerside, Prince Edward Island","Meat, poultry and fish",v15939872,3.4,106.0
2000,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,107.0
2001,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,106.0
2002,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,97.0
2003,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,97.0
2004,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,98.0
2005,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,99.0
2006,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,100.0
2007,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,99.0
2008,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,92.0
2009,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,93.0
2010,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,102.0
2011,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,103.0
2012,"Charlottetown and Summerside, Prince Edward Island",Dairy products and eggs,v15939873,3.5,98.0
2000,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,104.0
2001,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,101.0
2002,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,109.0
2003,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,103.0
2004,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,102.0
2005,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,102.0
2006,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,99.0
2007,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,97.0
2008,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,99.0
2009,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,98.0
2010,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,95.0
2011,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,100.0
2012,"Charlottetown and Summerside, Prince Edward Island",Bakery and other cereal products,v15939874,3.6,103.0
2000,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,110.0
2001,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,109.0
2002,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,103.0
2003,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,101.0
2004,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,105.0
2005,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,106.0
2006,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,107.0
2007,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,107.0
2008,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,106.0
2009,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,107.0
2010,"Charlottetown and Summerside, Prince Edward Island",Fruit and vegetables,v15939875,3.7,112.0
